# Weibullbins: 24	NumberSamples: 10000	RealAngles: 60.0	ArtificialAngles: 15.0
0	1	1	1	0	0	1	1	0	1	1.16283214203e+11	13.9224064961	0.79302406311	1	1
1	0	5	1	1	0	3	1	0	0	2.30898493846e+11	9.6732371731	0.79430103302	26	26
3	0	0	1	3	1	0	0	0	1	1.93157104535e+11	9.10550595371	1.06627893448	22	22
1	0	2	2	3	0	4	0	1	1	2.1584720311e+11	8.2847932912	1.50640702248	446	446
2	1	3	3	2	2	0	0	0	1	1.9354246762e+11	9.10025335271	1.56252217293	1	1
0	2	5	3	0	3	1	3	0	1	1.16050974465e+11	14.3734127405	0.552253961563	1	1
1	2	4	3	1	1	3	3	1	1	1.4747381834e+11	11.5417896729	0.987938165665	263	263
0	1	4	3	3	3	0	1	0	0	1.93542984211e+11	11.3574882856	0.206347942352	1	1
1	2	5	2	3	2	1	1	0	0	99773856524.4	20.2679226313	0.245958089828	20	20
1	2	4	0	1	3	0	3	1	1	1.83910699733e+11	9.66376279675	0.868353128433	282	282
1	2	2	1	0	1	4	3	1	1	1.44146137103e+11	11.5043789504	0.987357139587	320	320
1	1	3	3	3	3	1	3	0	0	1.01464546533e+11	20.0806949784	0.209120988846	17	17
0	0	3	2	3	1	2	3	0	0	2.59827716124e+11	8.7846107941	0.226106882095	6	6
4	2	3	3	1	0	0	1	0	0	1.93156371624e+11	11.3203485684	3.17637085915	5	5
4	0	1	2	2	2	3	0	0	0	2.55468203604e+11	8.92362309111	6.19699597359	6	6
2	0	4	1	1	3	3	3	1	0	2.24394229075e+11	9.89951332968	6.22314286232	309	309
1	0	1	2	0	2	1	1	0	1	2.33597867463e+11	7.82269238628	0.523611783981	34	34
1	2	5	1	1	0	4	2	0	1	95354769972.0	16.9490201658	0.65768289566	12	12
4	2	5	3	0	3	0	2	0	0	1.93155952907e+11	11.3905359679	4.83949613571	8	8
0	2	5	2	2	1	2	0	0	0	1.12202336563e+11	18.1673441801	0.213077783585	1	1
1	2	4	2	2	1	3	1	0	0	1.10319746001e+11	18.4914326206	0.219330072403	1	1
1	0	1	3	3	2	1	0	0	1	2.311255425e+11	7.94779855672	0.538305044174	35	35
0	1	2	3	1	1	4	1	1	0	1.57832701425e+11	13.5256165156	0.519728899002	25	25
3	1	1	3	2	0	1	0	1	0	1.68239010545e+11	12.7759413668	7.35088515282	25	25
0	1	4	2	1	2	2	0	0	0	1.12426741236e+11	18.1344437137	0.321365118027	1	1
1	0	1	0	1	2	1	3	0	1	2.32221350167e+11	7.99536230154	0.648658037186	28	28
1	2	2	2	1	1	4	2	1	1	1.44592744067e+11	11.5447262276	1.06054806709	263	263
3	2	2	3	2	0	4	3	1	1	1.57517347842e+11	10.883033856	8.07631111145	25	25
1	0	4	0	0	0	1	0	1	1	2.29765895469e+11	8.04978641376	1.11876797676	416	416
0	2	0	0	0	3	1	0	0	0	1.14890920866e+11	18.061713593	0.00939607620239	1	1
4	1	2	1	3	2	2	1	0	0	96598764730.2	20.7803049685	2.37319207191	7	7
3	1	2	1	3	3	4	3	1	1	1.47193187969e+11	11.2827139805	12.4450731277	125	125
2	1	0	2	3	0	2	1	0	0	1.00988160004e+11	20.0444698215	0.210568904877	16	16
1	1	4	2	0	3	3	0	1	1	1.48845352778e+11	11.2783059964	0.920951128006	303	303
0	1	1	2	0	3	2	2	0	1	1.12426741236e+11	14.4183393701	0.467607975006	1	1
2	1	5	2	2	3	0	3	0	0	1.93543259814e+11	11.2144020993	0.55955696106	1	1
3	1	1	0	0	0	4	1	0	0	97191462016.8	21.0923089933	0.49627494812	5	5
3	1	3	3	0	0	1	0	1	1	1.58184638581e+11	10.8466870676	8.33101797104	125	125
