0	0	0	0	0	0	0	2	5.87489153631e+11	5.30210197126	4.48785805702
0	0	0	0	0	0	1	2	6.101987506e+11	5.16745202348	4.5659840107
0	0	0	0	0	0	2	0	5.59412256589e+11	5.47666251179	4.72062802315
0	0	0	0	0	0	0	0	5.87489153631e+11	5.29541130889	4.76750397682
0	0	0	0	0	0	1	0	6.101987506e+11	5.16101037281	4.85263800621
0	0	0	0	0	0	0	1	5.87489153631e+11	5.24467155251	5.74645614624
0	0	0	0	0	0	2	1	5.59412256589e+11	5.42337605629	5.8003411293
0	0	0	0	0	0	1	1	6.101987506e+11	5.11215903837	5.8003411293
0	0	0	0	0	0	2	2	5.59412256589e+11	5.48368898784	2.56035709381
0	0	0	0	0	0	3	2	5.51573570376e+11	5.53768667258	2.85563015938
0	0	0	0	0	0	3	0	5.51573570376e+11	5.53056033718	3.13327383995
0	0	0	0	0	1	0	0	6.04107436612e+11	5.20147503607	2.92063593864
0	0	0	0	0	0	3	1	5.51573570376e+11	5.47651658163	3.70096206665
0	0	0	0	0	1	1	0	6.25561760837e+11	5.08084283405	2.92152690887
0	0	0	0	0	1	0	2	6.04107436612e+11	5.20844215604	2.98953485489
0	0	0	0	0	1	0	1	6.04107436612e+11	5.15242974194	3.83537006378
0	0	0	0	0	1	1	2	6.25561760837e+11	5.08757100156	2.60800886154
0	0	0	0	0	1	2	0	5.75148389574e+11	5.37857624068	2.95616316795
0	0	0	0	0	1	1	1	6.25561760837e+11	5.03347965447	3.90687298775
0	0	0	0	0	1	3	0	5.66800407648e+11	5.43298918106	2.35771989822
0	0	0	0	0	1	2	1	5.75148389574e+11	5.32706141927	3.5738401413
0	0	0	0	0	1	2	2	5.75148389574e+11	5.38589416889	3.02879095078
0	0	0	0	0	1	3	2	5.66800407648e+11	5.44041489231	2.64037895203
0	0	0	0	0	1	3	1	5.66800407648e+11	5.38071561698	3.66709899902
0	0	0	0	0	2	0	0	5.96258473955e+11	5.24759243709	2.96740412712
0	0	0	0	0	2	0	2	5.96258473955e+11	5.25462927711	2.85751795769
0	0	0	0	0	2	1	0	6.19760834635e+11	5.11245923019	2.82677316666
0	0	0	0	0	2	1	2	6.19760834635e+11	5.11922921394	2.93003511429
0	0	0	0	0	2	0	1	5.96258473955e+11	5.19789027305	4.34174895287
0	0	0	0	0	2	2	0	5.67663528616e+11	5.42709587193	2.9181098938
0	0	0	0	0	2	1	1	6.19760834635e+11	5.0646419084	4.21426892281
0	0	0	0	0	2	2	2	5.67663528616e+11	5.43448718895	2.61123204231
0	0	0	0	0	2	3	0	5.598343491e+11	5.4794408138	2.51058602333
0	0	0	0	0	2	2	1	5.67663528616e+11	5.37488998827	4.35349702835
0	0	0	0	0	2	3	2	5.598343491e+11	5.48693549975	2.39719486237
0	0	0	0	1	0	0	0	5.94839565021e+11	5.25078781321	2.57611203194
0	0	0	0	0	2	3	1	5.598343491e+11	5.42650482123	4.06795501709
0	0	0	0	1	0	0	2	5.94839565021e+11	5.25739579928	2.80946612358
0	0	0	0	1	0	1	0	6.17436510491e+11	5.12025435696	2.74746489525
0	0	0	0	1	0	0	1	5.94839565021e+11	5.20067504642	3.8270778656
0	0	0	0	1	0	2	0	5.6642930742e+11	5.42968076705	2.23254919052
0	0	0	0	1	0	1	2	6.17436510491e+11	5.1266204968	2.74696302414
0	0	0	0	1	0	1	1	6.17436510491e+11	5.07197567145	3.65390706062
0	0	0	0	1	0	2	2	5.6642930742e+11	5.43662019754	2.5993309021
0	0	0	0	1	0	3	0	5.58417970748e+11	5.48341649832	2.43607497215
0	0	0	0	1	0	2	1	5.6642930742e+11	5.3770544361	3.68155193329
0	0	0	0	1	0	3	2	5.58417970748e+11	5.49045548783	2.44558811188
0	0	0	0	1	1	0	0	6.07061579933e+11	5.18435895737	2.47940278053
0	0	0	0	1	0	3	1	5.58417970748e+11	5.43003514484	3.63032197952
0	0	0	0	1	1	0	2	6.07061579933e+11	5.19129217322	2.60999917984
0	0	0	0	1	1	1	0	6.28651129153e+11	5.06415081123	2.63574004173
0	0	0	0	1	1	0	1	6.07061579933e+11	5.13555233256	3.8373529911
0	0	0	0	1	1	2	0	5.77967396231e+11	5.36055714259	2.62612199783
0	0	0	0	1	1	1	2	6.28651129153e+11	5.0708459146	2.83775997162
0	0	0	0	1	1	1	1	6.28651129153e+11	5.01702038787	3.85847401619
0	0	0	0	1	1	2	2	5.77967396231e+11	5.36783937794	2.44657993317
0	0	0	0	1	1	3	0	5.69597062019e+11	5.41458310307	2.48995304108
0	0	0	0	1	1	2	1	5.77967396231e+11	5.30929358234	3.75556111336
0	0	0	0	1	1	3	2	5.69597062019e+11	5.42197235493	2.5824098587
0	0	0	0	1	2	0	0	6.02630193047e+11	5.20991613345	2.5794608593
0	0	0	0	1	1	3	1	5.69597062019e+11	5.36256619626	3.50192403793
0	0	0	0	1	2	0	2	6.02630193047e+11	5.21687857163	2.83637094498
0	0	0	0	1	2	1	0	6.26064096689e+11	5.07794333963	2.84398603439
0	0	0	0	1	2	1	2	6.26064096689e+11	5.08464516263	2.38395500183
