7.02981299787 333
7.5261058248 566
8.02239865174 457
8.51869147867 296
9.0149843056 1089
9.51127713254 712
10.0075699595 463
10.5038627864 460
11.0001556133 980
11.4964484403 604
11.9927412672 161
12.4890340941 171
12.9853269211 319
13.481619748 320
13.9779125749 357
14.4742054019 335
14.9704982288 243
15.4667910557 215
15.9630838827 233
16.4593767096 183
16.9556695365 123
17.4519623635 167
17.9482551904 183
18.4445480173 131
18.9408408443 154
19.4371336712 154
19.9334264981 161
20.4297193251 182
20.926012152 133
21.4223049789 79
21.9185978059 36
